t_s,P_ufv_pu,Q_ufv_pu,id_ufv_ref_pu,id_ufv_pu,iq_ufv_ref_pu,iq_ufv_pu,vd_ufv_pu,vq_ufv_pu,vd_rede_pu,vq_rede_pu,vbus2_pu,ang_g1_rad,pe_g1_pu,ang_g3_rad,pe_g3_pu
0.2481,0.696753059683612,0.194519353063468,1,0.930320069093911,0,-0.134192592133065,0.965008129944455,0.0715282898803366,0.959729704004454,0.0246223971854258,0.965051858152927,91.7206650578186,0.566570916149436,92.3961407654734,0.653216852500594
0.24815,0.697888315376562,0.186967785598148,1,0.927591094275589,0,-0.151913938013952,0.969133835324603,0.0760375444208926,0.960024758181256,0.00631117030788814,0.969496643981756,91.7394183385232,0.565037399091501,92.4149095948259,0.649650227621351
0.2482,0.698314604034746,0.179375661346481,1,0.91693207266903,0,-0.058146541335979,0.971106572865035,0.081668591173188,0.971018563052299,0.081661189681306,0.97191256654252,91.7581716003147,0.563520167662573,92.4336784330128,0.646212933909782
0.24825,0.698169720247527,0.171306871530796,1,0.91556454594584,0,-0.0767268425353717,0.971918455177737,0.0862599728698024,0.97247474065207,0.0619554556597476,0.973113532941283,91.7769248432761,0.562054265240127,92.4524472802341,0.642987822472188
0.2483,0.697987987266247,0.155069661113448,1,0.91385792758525,0,-0.0949164598373328,0.972342141614918,0.082405556800796,0.973514384648273,0.0426068371885479,0.973202273185214,91.7956780674759,0.560674121337439,92.4712161366026,0.640057034227468
0.24835,0.696932824925605,0.144049727460335,1,0.911834027370346,0,-0.112712699763756,0.972168958364695,0.0821260078943058,0.974159957043757,0.0236215533956238,0.973006664947837,91.8144312729658,0.5594127107292,92.4899850021377,0.637499530179707
0.2484,0.695412596428592,0.135932919744289,1,0.909527402335413,0,-0.023303776544711,0.97191067828031,0.0845385464770504,0.971822595592805,0.0845308848857767,0.97295553609255,91.8331844597801,0.558300718735333,92.5087538767622,0.635388479431576
0.24845,0.693809621790572,0.128929515210275,1,0.90886326655164,0,-0.0418416576312746,0.972048113832386,0.0872831096888781,0.973343960029801,0.0647005662866593,0.973333062067286,91.8519376279338,0.557365750552505,92.5275227603004,0.63378864581669
0.2485,0.691910065398875,0.114466863481602,1,0.90784510021041,0,-0.060003630091849,0.972211911930234,0.0822900653647638,0.974442938187252,0.0452281772936277,0.973063136716357,91.8706907774228,0.556631622723162,92.5462916524793,0.632753925145251
0.24855,0.690044110480126,0.105228462257928,1,0.906494613420866,0,-0.0777861005527646,0.972779477580075,0.0813022504673476,0.975142228200002,0.0261201566887467,0.973544614034192,91.889443908223,0.556117770005986,92.5650605529315,0.632325181415358
